title,url,time_added,tags,status
Haemul-sundubu-jjigae (Spicy soft tofu stew with seafood) recipe - Maangchi,https://www.maangchi.com/recipe/soondubu-jjigae,1516567425,asian|dinner|maangchi|recipe|soup,unread
Bibimbap (Mixed rice with vegetables) recipe - Maangchi.com,https://www.maangchi.com/recipe/bibimbap,1516567343,asian|dinner|maangchi|recipe,unread
https://www.101cookbooks.com/archives/tempeh-curry-recipe.html,https://www.101cookbooks.com/archives/tempeh-curry-recipe.html,1644083665,dinner|recipe|tried-and-true|veg,unread
Steamed pork buns (Jjinppang-mandu) recipe - Maangchi.com,https://www.maangchi.com/recipe/jjinppang-mandu,1516566525,asian|dinner|maangchi|recipe,unread
Spinach side dish (Sigeumchi-namul) recipe - Maangchi.com,https://www.maangchi.com/recipe/sigumchi-namul,1516499529,asian|maangchi|recipe|side|veg,unread
https://www.bbcgoodfood.com/recipes/166615/walkers-wild-mushroom-bacon-and-barley-broth,https://www.bbcgoodfood.com/recipes/166615/walkers-wild-mushroom-bacon-and-barley-broth,1548718461,dinner|recipe|soup,unread
"Dessert punch with persimmon, cinnamon, and ginger (Sujeonggwa) recipe - Ma",https://www.maangchi.com/recipe/sujeonggwa,1516499135,asian|dessert|drink|maangchi|recipe,unread
Julia Child's Tian de Courgettes au Riz (Zucchini Tian),https://food52.com/recipes/18672-julia-child-s-tian-de-courgettes-au-riz-zucchini-tian,1678244834,dinner|recipe|side|veg,unread
Soybean sprouts (Kongnamul) recipe - Maangchi.com,https://www.maangchi.com/recipe/kongnamul,1516494211,asian|maangchi|recipe|veg,unread
http://www.pbs.org/food/kitchen-vignettes/delicata-squash-and-sage-biscuits/,http://www.pbs.org/food/kitchen-vignettes/delicata-squash-and-sage-biscuits/,1542741964,potluck|recipe,unread
https://www.bonappetit.com/recipe/nutty-grain-and-oat-bars,https://www.bonappetit.com/recipe/nutty-grain-and-oat-bars,1569208737,recipe,unread
http://angelasfoodlove.com/food-blog/2014/2/22/jamaican-jerk-chicken-with-serrano-lime-slaw-bringing-the-ca.html,http://angelasfoodlove.com/food-blog/2014/2/22/jamaican-jerk-chicken-with-serrano-lime-slaw-bringing-the-ca.html,1543197338,dinner|recipe,unread
https://www.maangchi.com/recipe/dak-kalguksu,https://www.maangchi.com/recipe/dak-kalguksu,1535314252,dinner|maangchi|noodles|soup|tried-and-true,unread
https://www.saveur.com/article/recipes/makhlama-lahm-iraqi-eggs-with-lamb-and-tomatoes/,https://www.saveur.com/article/recipes/makhlama-lahm-iraqi-eggs-with-lamb-and-tomatoes/,1623710104,brunch|dinner|egg|recipe,unread
King-size kimchi dumplings (Kimchi-wangmandu) recipe - Maangchi.com,https://www.maangchi.com/recipe/kimchi-wangmandu,1516567307,asian|dinner|maangchi|recipe,unread
https://www.seriouseats.com/recipes/2014/09/the-best-slow-cooked-italian-american-tomato-sauce-red-sauce-recipe.html,https://www.seriouseats.com/recipes/2014/09/the-best-slow-cooked-italian-american-tomato-sauce-red-sauce-recipe.html,1530108943,dinner|recipe|veg,unread
https://www.maangchi.com/recipe/kkae-ttangkong-gangjeong,https://www.maangchi.com/recipe/kkae-ttangkong-gangjeong,1520439140,candy|dessert|nuts|recipe,unread
https://cooking.nytimes.com/recipes/1014804-one-pot-mujadara-with-leeks-and-greens,https://cooking.nytimes.com/recipes/1014804-one-pot-mujadara-with-leeks-and-greens,1716858935,dinner|recipe|veg,unread
http://thewoksoflife.com/2014/12/easy-fish-tofu-soup/,http://thewoksoflife.com/2014/12/easy-fish-tofu-soup/,1522624477,asian|dinner|recipe|soup|tried-and-true,unread
Sundubu-jjigae (순두부찌개) Spicy soft tofu stew with kimchi and pork belly reci,https://www.maangchi.com/recipe/sundubu-jjigae,1516567472,asian|dinner|maangchi|recipe|soup,unread
Mark Bittman’s Bouillabaisse,https://cooking.nytimes.com/recipes/12637-mark-bittmans-bouillabaisse,1701631456,dinner|fish|recipe|soup,unread
Crispy Pork with Avocado Salsa and Tomato Salsa,https://www.epicurious.com/recipes/food/views/crispy-pork-with-avocado-salsa-and-tomato-salsa-108049,1722735117,dinner|potluck|recipe|tried-and-true,unread
http://www.thirstyfortea.com/recipes/matcha-croissant/,http://www.thirstyfortea.com/recipes/matcha-croissant/,1521250654,dessert|recipe|tea,unread
https://ny.eater.com/2014/4/22/6237793/the-pastry-cases-sample-christina-tosis-popcorn-cake,https://ny.eater.com/2014/4/22/6237793/the-pastry-cases-sample-christina-tosis-popcorn-cake,1533662214,cake|dessert|recipe|tosi,unread
https://www.epicurious.com/recipes/food/views/lemon-black-pepper-cornmeal-cookies-105885,https://www.epicurious.com/recipes/food/views/lemon-black-pepper-cornmeal-cookies-105885,1539833380,cookies|dessert|recipe,unread
Mung bean sprouts recipe - Maangchi.com,https://www.maangchi.com/recipe/sukju-namul,1516494027,asian|maangchi|recipe|veg,unread
"Halibut Confit With Leeks, Coriander, and Lemon recipe | Epicurious.com",https://www.epicurious.com/recipes/food/views/-halibut-confit-with-leeks-coriander-and-lemon-51252690,1519786138,dinner|fish|recipe,unread
Mung Bean Pancakes (Bindaetteok) recipe - Maangchi.com,https://www.maangchi.com/recipe/bindaetteok,1516494201,asian|maangchi|recipe,unread
Cranberry Curd Tart Recipe - NYT Cooking,https://cooking.nytimes.com/recipes/1017817-cranberry-curd-tart,1669332742,dessert,unread
Twisted Korean doughnuts (Kkwabaegi) recipe - Maangchi.com,https://www.maangchi.com/recipe/kkwabaegi,1516503500,dessert|maangchi|recipe,unread
Korean noodle soup (Guksu) recipe - Maangchi.com,https://www.maangchi.com/recipe/guksu,1516498177,asian|dinner|maangchi|recipe|soup,unread
Miso White Chocolate Chip Cookies – A Cozy Kitchen,http://www.acozykitchen.com/miso-chocolate-chip-cookies/,1516571329,cookies|dessert|recipe,unread
https://www.bonappetit.com/recipe/barbecue-carrots-with-yogurt-and-pecans,https://www.bonappetit.com/recipe/barbecue-carrots-with-yogurt-and-pecans,1551021197,recipe|side|veg,unread
https://www.thebittenword.com/thebittenword/2016/03/persian-style-rice-with-golden-crust-chelow.html,https://www.thebittenword.com/thebittenword/2016/03/persian-style-rice-with-golden-crust-chelow.html,1583711355,dinner|potluck|recipe|tried-and-true|veg,unread
https://www.seriouseats.com/2016/03/the-food-lab-vegan-experience-best-homemade-falafel.html,https://www.seriouseats.com/2016/03/the-food-lab-vegan-experience-best-homemade-falafel.html,1597715354,dinner|fried|recipe|tried-and-true|veg,unread
Pan-fried meat and tofu patties (Wanja-jeon) recipe - Maangchi.com,https://www.maangchi.com/recipe/wanja-jeon,1516553093,asian|beef|dinner|maangchi|potluck|recipe,unread
Easiest Spring Ever: Fava Bean and Carrot Salad With Fresh Ricotta | Seriou,http://www.seriouseats.com/2016/05/easiest-spring-ever-fava-bean-carrot-ricotta-salad.html,1516571382,recipe|salad|veg,unread
https://cooking.nytimes.com/recipes/1018212-creamy-corn-pasta-with-basil,https://cooking.nytimes.com/recipes/1018212-creamy-corn-pasta-with-basil,1628644241,dinner|noodles|recipe|tried-and-true|veg,unread
"Broccoli Rabe, Shakshuka Style Recipe - NYT Cooking",https://cooking.nytimes.com/recipes/1018252-broccoli-rabe-shakshuka-style,1713481404,brunch|dinner|egg|recipe,unread
Hotteok filled with vegetables & noodles (Yachae-hotteok: 야채호떡) recipe - Ma,https://www.maangchi.com/recipe/yachae-hotteok,1516553059,asian|fried|maangchi|recipe|veg,unread
https://thewoksoflife.com/2016/11/chinese-tea-eggs/,https://thewoksoflife.com/2016/11/chinese-tea-eggs/,1535015852,egg|potluck|recipe,unread
"5 Dinners to Stress-Cook and Stress-Eat During Stress-Time, a.k.a Election ",https://www.epicurious.com/recipes-menus/5-dinners-to-stress-cook-and-stress-eat-during-election-week-article,1677203064,,unread
http://www.instructables.com/id/Brain-Food-Jello-Brain/,http://www.instructables.com/id/Brain-Food-Jello-Brain/,1523132773,,unread
https://www.olivemagazine.com/recipes/entertain/beetroot-and-goats-cheese-terrine/,https://www.olivemagazine.com/recipes/entertain/beetroot-and-goats-cheese-terrine/,1545889865,dinner|potluck|recipe|veg,unread
https://www.olivemagazine.com/recipes/vegetarian/cauliflower-sformato-with-crispy-kale-and-caramelised-pine-nuts/,https://www.olivemagazine.com/recipes/vegetarian/cauliflower-sformato-with-crispy-kale-and-caramelised-pine-nuts/,1545889829,dinner|recipe|veg,unread
https://www.foodandwine.com/recipes/easy-seeded-rye-bread,https://www.foodandwine.com/recipes/easy-seeded-rye-bread,1674656285,bread|recipe,unread
Fried seaweed paper coated with glutinous rice paste (Gim-bugak: 김부각) recip,https://www.maangchi.com/recipe/gim-bugak,1516516821,asian|maangchi|recipe|side|tried-and-true|veg,unread
Mung bean porridge (Nokdu-juk: 녹두죽) recipe - Maangchi.com,https://www.maangchi.com/recipe/nokdu-juk,1516502449,asian|dinner|maangchi|recipe|veg,unread
https://cooking.nytimes.com/recipes/1018570-chinese-stir-fried-tomatoes-and-eggs,https://cooking.nytimes.com/recipes/1018570-chinese-stir-fried-tomatoes-and-eggs,1599348394,asian|brunch|dinner|egg|recipe|tried-and-true|veg,unread
Dumpling soup (Mandu-guk: 만두국) recipe - Maangchi.com,https://www.maangchi.com/recipe/mandu-guk,1516570878,asian|dinner|maangchi|recipe|soup,unread
Roasted Salmon with Celery and Bulgur Salad recipe | Epicurious.com,https://www.epicurious.com/recipes/food/views/roasted-salmon-with-celery-and-bulgur-salad,1516598959,dinner|fish|recipe|salad,unread
Roasted-Buckwheat Custards (Soba-Cha Puddings) Recipe | Serious Eats,http://www.seriouseats.com/recipes/2017/03/buckwheat-custards-pudding-soba-cha-dessert-recipe.html,1516493993,asian|dessert|recipe|tried-and-true,unread
How to Make Creamy Japanese Roasted-Buckwheat Custards | Serious Eats,http://www.seriouseats.com/2017/03/how-to-make-japanese-buckwheat-custards-soba-cha.html,1516477711,dessert|recipe,unread
"Baked Eggs With Creamy Greens, Mushrooms, and Cheese Recipe | Serious Eats",http://www.seriouseats.com/recipes/2017/03/baked-eggs-creamy-greens-swiss-chard-kale-spinach-mushrooms-recipe.html,1516571038,brunch|recipe|veg,unread
"Spicy, chewy, sweet & sour cold noodles (Jjolmyeon: 쫄면) recipe - Maangchi.c",https://www.maangchi.com/recipe/jjolmyeon,1516547394,asian|dinner|maangchi|noodles|recipe|veg,unread
Yotam Ottolenghi’s chilli butter recipes | Life and style | The Guardian,https://www.theguardian.com/lifeandstyle/2017/jun/17/chilli-butter-recipes-cilbir-sumac-chicken-baked-eggs-chard-yotam-ottolenghi,1516570990,brunch|dinner|recipe,unread
https://www.thekitchn.com/how-to-make-the-best-homemade-chocolate-ice-cream-244716,https://www.thekitchn.com/how-to-make-the-best-homemade-chocolate-ice-cream-244716,1533647222,dessert|recipe,unread
https://www.youtube.com/watch?v=4WSoP6X7_Z8,https://www.youtube.com/watch?v=4WSoP6X7_Z8,1530321689,cake|dessert|recipe|tea,unread
Julia Child’s Classic French Bouillabaisse Recipe,https://familystylefood.com/julia-childs-bouillabaisse-recipe/,1701631495,dinner|fish|recipe|soup,unread
https://smittenkitchen.com/2017/10/sausage-and-potato-roast-with-arugula/,https://smittenkitchen.com/2017/10/sausage-and-potato-roast-with-arugula/,1522452822,dinner|recipe,unread
https://www.ottolenghi.co.uk/middle-eastern-millionaire-s-shortbread-shop,https://www.ottolenghi.co.uk/middle-eastern-millionaire-s-shortbread-shop,1520138244,dessert|recipe,unread
https://cooking.nytimes.com/recipes/11948-gruyere-puff,https://cooking.nytimes.com/recipes/11948-gruyere-puff,1638744646,recipe|side|veg,unread
Soybean sprout soup with rice (Kongnamul-gukbap: 콩나물국밥) recipe - Maangchi.c,https://www.maangchi.com/recipe/kongnamul-gukbap,1516494229,asian|dinner|maangchi|recipe,unread
https://www.epicurious.com/recipes/food/views/tunisian-aromatic-fish-soup-with-potatoes-321,https://www.epicurious.com/recipes/food/views/tunisian-aromatic-fish-soup-with-potatoes-321,1584138404,fish|recipe|soup,unread
https://www.thekitchn.com/recipe-quicker-spicy-rice-cakes-253300,https://www.thekitchn.com/recipe-quicker-spicy-rice-cakes-253300,1570546676,asian|dinner|recipe,unread
Lime and Cilantro: Burmese turmeric lentil and bean thread noodle soup,http://www.limeandcilantro.com/2016/02/burmese-bean-thread-noodle-soup.html,1516571114,asian|dinner|noodles|pantry|recipe|soup|veg,unread
"Pork belly banh mi, scambled tofu, sweet potato mash | Yotam Ottolenghi’s c",https://www.theguardian.com/lifeandstyle/2018/jan/27/yotam-ottolenghis-coriander-recipes,1517113376,asian|brunch|dinner|recipe|veg,unread
*Arroz Caldo* (Chicken Rice Porridge) recipe | Epicurious.com,https://www.epicurious.com/recipes/food/views/arroz-caldo-filipino-chicken-rice-porridge,1519786120,dinner|recipe|tried-and-true,unread
https://www.101cookbooks.com/archives/sunshine-pad-thai-vegetarian-recipe.html,https://www.101cookbooks.com/archives/sunshine-pad-thai-vegetarian-recipe.html,1522452913,dinner|noodles|recipe|veg,unread
https://cookieandkate.com/2018/masala-lentil-salad-with-cumin-roasted-carrots/,https://cookieandkate.com/2018/masala-lentil-salad-with-cumin-roasted-carrots/,1534987619,dinner|recipe|salad|veg,unread
Lemon Sweet Rolls With Cream Cheese Icing,https://cooking.nytimes.com/recipes/1019242-lemon-sweet-rolls-with-cream-cheese-icing,1716753399,bread|brunch|dessert|recipe|veg,unread
https://www.ranchogordo.com/blogs/recipes/slow-baked-garbanzos,https://www.ranchogordo.com/blogs/recipes/slow-baked-garbanzos,1591383991,recipe|veg,unread
https://smittenkitchen.com/2018/04/crispy-tofu-pad-thai/,https://smittenkitchen.com/2018/04/crispy-tofu-pad-thai/,1555213522,asian|dinner|noodles|recipe,unread
https://www.theguardian.com/lifeandstyle/2018/jun/02/yotam-ottolenghi-fish-recipes,https://www.theguardian.com/lifeandstyle/2018/jun/02/yotam-ottolenghi-fish-recipes,1531099617,dinner|fish|recipe|tried-and-true,unread
https://omnivorescookbook.com/chinese-tea-eggs/,https://omnivorescookbook.com/chinese-tea-eggs/,1535015810,egg|potluck|recipe|tea,unread
https://www.101cookbooks.com/vegetarian-paella/,https://www.101cookbooks.com/vegetarian-paella/,1646014049,dinner|recipe|veg,unread
https://cooking.nytimes.com/recipes/1019384-coconut-poached-fish-with-bok-choy,https://cooking.nytimes.com/recipes/1019384-coconut-poached-fish-with-bok-choy,1563673788,asian|dinner|fish|recipe|tried-and-true,unread
https://www.seriouseats.com/2018/08/indian-street-food-snack-guide.html,https://www.seriouseats.com/2018/08/indian-street-food-snack-guide.html,1533647194,dinner|recipe|veg,unread
https://cooking.nytimes.com/recipes/1019542-velvet-fish-with-mushrooms,https://cooking.nytimes.com/recipes/1019542-velvet-fish-with-mushrooms,1643657476,asian|dinner|fish|recipe,unread
Green Shakshuka With Avocado and Lime Recipe - NYT Cooking,https://cooking.nytimes.com/recipes/1019468-green-shakshuka-with-avocado-and-lime,1713480931,brunch|dinner|egg|recipe|veg,unread
Old-Fashioned Doughnut Bundt Cake Recipe - NYT Cooking,https://cooking.nytimes.com/recipes/1019623-old-fashioned-doughnut-bundt-cake,1668536412,cake|dessert|recipe,unread
https://cooking.nytimes.com/recipes/1019768-baked-eggs-for-a-crowd,https://cooking.nytimes.com/recipes/1019768-baked-eggs-for-a-crowd,1652571782,brunch|egg|recipe|veg,unread
https://smittenkitchen.com/2018/12/baklava-babka,https://smittenkitchen.com/2018/12/baklava-babka,1560724740,bread|cake|dessert|nuts|recipe,unread
https://www.cooking-therapy.com/banh-cuon-recipe/,https://www.cooking-therapy.com/banh-cuon-recipe/,1648767013,asian|dinner|recipe,unread
https://www.theguardian.com/food/2019/jan/19/yotam-ottolenghi-recipes-traybakes-pork-mushroom-pasta-spicy-chicken-chickpeas,https://www.theguardian.com/food/2019/jan/19/yotam-ottolenghi-recipes-traybakes-pork-mushroom-pasta-spicy-chicken-chickpeas,1552106238,dinner|recipe,unread
Roasted Cauliflower Soup Recipe - NYT Cooking,https://cooking.nytimes.com/recipes/1019934-roasted-cauliflower-soup,1663941083,dinner|recipe|soup|veg,unread
https://food52.com/recipes/80653-hannah-bae-s-toasted-rice-ice-cream,https://food52.com/recipes/80653-hannah-bae-s-toasted-rice-ice-cream,1552498015,dessert|recipe,unread
https://www.theguardian.com/food/2019/apr/06/lamb-aubergine-kofta-mushroom-bake-meatball-recipe-yotam-ottolenghi,https://www.theguardian.com/food/2019/apr/06/lamb-aubergine-kofta-mushroom-bake-meatball-recipe-yotam-ottolenghi,1557243185,dinner|recipe,unread
https://www.theguardian.com/food/2019/apr/13/yotam-ottolenghi-easter-recipes-devilled-eggs-rice-lamb-chicken-chocolate-orange-bread,https://www.theguardian.com/food/2019/apr/13/yotam-ottolenghi-easter-recipes-devilled-eggs-rice-lamb-chicken-chocolate-orange-bread,1555174382,asian|bread|brunch|egg|potluck|recipe,unread
https://www.theguardian.com/food/2019/apr/20/yotam-ottolenghi-dumpling-recipes-aubergine-ricotta-gnocchi-rum-currant-speculaas,https://www.theguardian.com/food/2019/apr/20/yotam-ottolenghi-dumpling-recipes-aubergine-ricotta-gnocchi-rum-currant-speculaas,1557243280,dinner|recipe,unread
https://cooking.nytimes.com/recipes/1020187-spiced-chickpea-salad-with-tahini-and-pita-chips,https://cooking.nytimes.com/recipes/1020187-spiced-chickpea-salad-with-tahini-and-pita-chips,1646106954,dinner|recipe|salad|veg,unread
https://www.theguardian.com/food/2019/may/04/yotam-ottolenghi-broccoli-recipes-fried-pickled-rocket-pasta-mushroom-ketchup,https://www.theguardian.com/food/2019/may/04/yotam-ottolenghi-broccoli-recipes-fried-pickled-rocket-pasta-mushroom-ketchup,1557243144,recipe|side|veg,unread
"Ash Reshteh (Persian Greens, Bean and Noodle Soup)",https://cooking.nytimes.com/recipes/1020205-ash-reshteh-persian-greens-bean-and-noodle-soup,1678568628,dinner|noodles|recipe|soup|veg,unread
https://smittenkitchen.com/2019/05/potato-vareniki,https://smittenkitchen.com/2019/05/potato-vareniki,1560724570,dinner|noodles|recipe|veg,unread
https://www.bonappetit.com/recipe/healthyish-lentil-burgers,https://www.bonappetit.com/recipe/healthyish-lentil-burgers,1593466040,dinner|recipe|veg,unread
Feijoada (Brazilian Black Bean Stew) Recipe • Curious Cuisiniere,https://www.curiouscuisiniere.com/feijoada-brazilian-black-bean-stew/,1682036092,dinner|noodles|recipe,unread
https://www.theguardian.com/food/2019/jul/27/yotam-ottolenghi-miso-recipes-gochujang-eggs-leeks-sticky-bananas,https://www.theguardian.com/food/2019/jul/27/yotam-ottolenghi-miso-recipes-gochujang-eggs-leeks-sticky-bananas,1569190140,brunch|dinner|egg|recipe,unread
https://food52.com/recipes/63237-koupa-pie,https://food52.com/recipes/63237-koupa-pie,1568429259,dinner|potluck|recipe|tried-and-true,unread
https://ottolenghi.co.uk/recipes/slow-cooked-chicken-with-a-crisp-corn-crust,https://ottolenghi.co.uk/recipes/slow-cooked-chicken-with-a-crisp-corn-crust,1647032444,dinner|recipe,unread
https://www.feastingathome.com/moroccan-eggs/,https://www.feastingathome.com/moroccan-eggs/,1623710162,brunch|dinner|egg|recipe,unread
https://cooking.nytimes.com/recipes/1020613-celery-leek-soup-with-potato-and-parsley,https://cooking.nytimes.com/recipes/1020613-celery-leek-soup-with-potato-and-parsley,1663904904,potluck|recipe|soup|veg,unread
Lemony Turmeric Tea Cake,https://cooking.nytimes.com/recipes/1020637-lemony-turmeric-tea-cake,1716752980,cake|dessert|recipe,unread
https://cooking.nytimes.com/recipes/1020666-japanese-cheesecake,https://cooking.nytimes.com/recipes/1020666-japanese-cheesecake,1638744593,asian|cake|dessert|recipe,unread
Feast of the Seven Fishes Pie,https://cooking.nytimes.com/recipes/1020712-feast-of-the-seven-fishes-pie,1688604352,dinner|fish|recipe,unread
Spicy Sesame Noodles With Chicken and Peanuts Recipe - NYT Cooking,https://cooking.nytimes.com/recipes/1020732-spicy-sesame-noodles-with-chicken-and-peanuts,1713482036,asian|dinner|noodles|nuts|recipe,unread
https://katykeck.com/cheese-crisp/,https://katykeck.com/cheese-crisp/,1578890158,potluck|recipe|veg,unread
https://cooking.nytimes.com/recipes/1020727-chickpea-and-herb-fatteh,https://cooking.nytimes.com/recipes/1020727-chickpea-and-herb-fatteh,1642476205,potluck|recipe|veg,unread
https://cooking.nytimes.com/recipes/1020854-rice-cake-soup-with-bok-choy-and-edamame,https://cooking.nytimes.com/recipes/1020854-rice-cake-soup-with-bok-choy-and-edamame,1643580478,asian|dinner|recipe|soup|veg,unread
https://www.epicurious.com/recipes/food/views/lentil-bolognese,https://www.epicurious.com/recipes/food/views/lentil-bolognese,1593195996,dinner|noodles|pantry|recipe|veg,unread
Skillet Chicken and Pearl Couscous With Moroccan Spices Recipe - NYT Cookin,https://cooking.nytimes.com/recipes/1020967-skillet-chicken-and-pearl-couscous-with-moroccan-spices,1713481531,dinner|noodles|recipe,unread
Spring Tofu Soup Recipe - NYT Cooking,https://cooking.nytimes.com/recipes/1021030-spring-tofu-soup,1684197678,dinner|gf|recipe|soup|tried-and-true|veg,unread
https://iamafoodblog.com/vegan-taiwanese-popcorn-chickpea-chicken-recipe/,https://iamafoodblog.com/vegan-taiwanese-popcorn-chickpea-chicken-recipe/,1635706386,asian|dinner|fried|recipe|veg,unread
https://cooking.nytimes.com/recipes/1021161-caramelized-corn-and-asparagus-pasta-with-ricotta,https://cooking.nytimes.com/recipes/1021161-caramelized-corn-and-asparagus-pasta-with-ricotta,1628644672,dinner|noodles|recipe|veg,unread
Superiority Burger’s Crispy Fried Tofu Sandwich,https://cooking.nytimes.com/recipes/1021237-superiority-burgers-crispy-fried-tofu-sandwich,1691425377,dinner|recipe|veg,unread
https://www.101cookbooks.com/chocolate-fudge-tahini-cake/,https://www.101cookbooks.com/chocolate-fudge-tahini-cake/,1597871870,cake|dessert|recipe,unread
Peachberry Buckle,https://www.kingarthurbaking.com/recipes/peachberry-buckle-recipe,1725166669,brunch|cake|dessert|recipe,unread
https://cooking.nytimes.com/recipes/1021286-one-pan-crispy-spaghetti-and-chicken,https://cooking.nytimes.com/recipes/1021286-one-pan-crispy-spaghetti-and-chicken,1598190941,dinner|noodles|recipe,unread
https://cooking.nytimes.com/recipes/1020401-warm-fig-and-chocolate-sponge-cake?action=click&module=Recirculation%20Band%20Recipe%20Card&region=More%20recipes%20from%20Yotam%20Ottolenghi&pgType=recipedetails&rank=3,https://cooking.nytimes.com/recipes/1020401-warm-fig-and-chocolate-sponge-cake?action=click&module=Recirculation%20Band%20Recipe%20Card&region=More%20recipes%20from%20Yotam%20Ottolenghi&pgType=recipedetails&rank=3,1598191115,cake|dessert|recipe,unread
Indian Poha 101: How to Buy and Cook With Poha | Bon Appétit,https://www.bonappetit.com/story/all-about-poha,1719251887,brunch|recipe|side|veg,unread
https://cooking.nytimes.com/recipes/1021487-mapo-tofu-spaghetti,https://cooking.nytimes.com/recipes/1021487-mapo-tofu-spaghetti,1638746078,asian|dinner|noodles|recipe,unread
From dal to butter beans: Yotam Ottolenghi's recipes for legumes | Food | T,https://amp.theguardian.com/food/2020/oct/17/from-dal-to-butter-beans-yotam-ottolenghi-legumes-recipes,1651367094,dinner|recipe|veg,unread
https://www.indianhealthyrecipes.com/khaman-dhokla/,https://www.indianhealthyrecipes.com/khaman-dhokla/,1647818127,potluck|recipe|veg,unread
https://japan.recipetineats.com/hiroshima-okonomiyaki/,https://japan.recipetineats.com/hiroshima-okonomiyaki/,1642136957,asian|brunch|dinner|noodles|recipe,unread
https://cooking.nytimes.com/recipes/1021582-taiwanese-popcorn-chicken-with-fried-basil,https://cooking.nytimes.com/recipes/1021582-taiwanese-popcorn-chicken-with-fried-basil,1635705999,asian|dinner|fried|recipe|tried-and-true,unread
Maple-Baked Salmon Recipe - NYT Cooking,https://cooking.nytimes.com/recipes/1021718-maple-baked-salmon,1669332650,dinner|fish|recipe,unread
https://thewoksoflife.com/shanghai-scallion-flatbread-qiang-bing/,https://thewoksoflife.com/shanghai-scallion-flatbread-qiang-bing/,1643581541,asian|bread|recipe,unread
https://cooking.nytimes.com/recipes/1021769-herbed-chicken-and-spinach-meatballs,https://cooking.nytimes.com/recipes/1021769-herbed-chicken-and-spinach-meatballs,1609982877,recipe|tried-and-true,unread
https://www.theguardian.com/food/2021/jan/09/yotam-ottolenghis-recipes-warming-winter-soups-spinach-dulse-dal-pita-noodle-meat-broth-pomegranate-beetroot,https://www.theguardian.com/food/2021/jan/09/yotam-ottolenghis-recipes-warming-winter-soups-spinach-dulse-dal-pita-noodle-meat-broth-pomegranate-beetroot,1610288279,noodles|recipe|soup|veg,unread
